City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mount isa,-20.7333,139.5,293.02,40,0,2.06,AU,1712876872
366,dibai,28.2167,78.25,299.04,16,59,2.54,IN,1712876872
367,ulsteinvik,62.3432,5.8487,283.65,89,85,6.2,NO,1712876872
368,san antonio de pale,-1.4014,5.6325,300.79,77,100,2.53,GQ,1712876872
369,ceeldheer,3.8488,47.1806,301.17,76,42,4.44,SO,1712876872
370,hafar al-batin,28.4328,45.9708,293.47,34,0,2.06,SA,1712876872
371,sambava,-14.2667,50.1667,298.24,93,43,1.79,MG,1712876872
372,flying fish cove,-10.4217,105.6791,299.97,89,75,3.6,CX,1712876617
373,soe,-9.8607,124.284,293.01,89,84,0.85,ID,1712876872
374,fort bragg,35.139,-79.006,294.93,90,100,6.69,US,1712876731
375,kyshtovka,56.555,76.6271,268.9,77,68,2.68,RU,1712876714
376,puducherry,11.9333,79.8167,300.85,78,20,3.78,IN,1712876873
377,new norfolk,-42.7826,147.0587,286.88,82,91,1.09,AU,1712876629
378,puerto salgar,5.463,-74.6544,302.67,71,28,1.04,CO,1712876873
379,karumbakkam,12.6992,80.0933,303.03,80,33,2.71,IN,1712876873
380,alofi,-19.0595,-169.9187,302.09,74,75,3.09,NU,1712876717
381,zapolyarnyy,69.4154,30.8136,272.75,94,100,6.65,RU,1712876873
382,motueka,-41.1333,173.0167,292.65,95,84,3.83,NZ,1712876873
383,rodos,36.4408,28.2225,290.96,89,20,5.14,GR,1712876635
384,pasuquin,18.3328,120.6177,300.69,66,1,1.18,PH,1712876873
385,lerwick,60.1545,-1.1494,283.15,83,100,7.56,GB,1712876874
386,santa cruz,-17.8,-63.1667,299.18,69,75,4.12,BO,1712876281
387,puerto deseado,-47.7503,-65.8938,284.65,54,0,6.58,AR,1712876874
388,salinas,36.6777,-121.6555,303.46,67,0,4.12,US,1712876813
389,alenquer,-1.9417,-54.7383,299.48,91,89,1.03,BR,1712876874
390,gizo,-8.103,156.8419,301.87,75,92,1.78,SB,1712876874
391,launceston,-41.45,147.1667,285.01,87,79,2.06,AU,1712876810
392,xinzhi,36.4989,111.7047,289.59,57,0,1.11,CN,1712876874
393,cabo san lucas,22.8909,-109.9124,300.71,41,40,5.14,MX,1712876694
394,butembo,0.15,29.2833,288.28,95,94,1.33,CD,1712876875
395,umluj,25.0213,37.2685,296.98,47,7,4.09,SA,1712876875
396,carahue,-38.7,-73.1667,283.31,70,0,1.8,CL,1712876875
397,murzuq,25.9155,13.9184,295.87,14,5,9.29,LY,1712876875
398,jinxiang,27.4327,120.6062,291.4,95,100,1.09,CN,1712876875
399,newman,37.3138,-121.0208,303.31,47,20,1.34,US,1712876875
400,montluel,45.85,5.05,284.34,62,0,2.06,FR,1712876875
401,taoudenni,22.6783,-3.9836,301.4,10,0,4.79,ML,1712876608
402,usta muhammad,28.1794,68.0445,303.26,16,81,5.16,PK,1712876875
403,paciran,-6.8767,112.3761,298.56,87,100,2.62,ID,1712876875
404,kurunegala,7.4863,80.3623,297.08,94,42,0.81,LK,1712876875
405,campos belos,-13.0367,-46.7717,297.99,81,58,1.33,BR,1712876610
406,banda aceh,5.5577,95.3222,299.83,79,91,2.42,ID,1712876876
407,hithadhoo,-0.6,73.0833,301.67,73,100,2.3,MV,1712876876
408,la union,-5.4,-80.75,302.19,51,52,6.76,PE,1712876876
409,worland,44.0169,-107.9554,290.75,26,0,2.57,US,1712876600
410,kibre mengist,5.8833,38.9833,288.3,98,37,1.08,ET,1712876876
411,dembi dolo,8.5333,34.8,292.92,62,69,1.25,ET,1712876642
412,freetown,8.484,-13.2299,299.26,74,24,2.97,SL,1712876876
413,nobeoka,32.5833,131.6667,289.31,85,97,1.14,JP,1712876876
414,souillac,-20.5167,57.5167,297.23,86,11,3.15,MU,1712876876
415,deir ez-zor,35.3359,40.1408,292.91,46,2,3.46,SY,1712876803
416,atkarsk,51.8718,45.0078,289.25,78,100,2.66,RU,1712876596
417,kailua-kona,19.6406,-155.9956,302.92,69,100,2.57,US,1712876877
418,abu dhabi,24.4667,54.3667,300.21,74,0,1.54,AE,1712876719
419,konarka,19.9,86.1167,295.37,48,32,2.12,IN,1712876777
420,lompoc,34.6391,-120.4579,300.81,67,0,4.63,US,1712876775
421,patacamaya,-17.2333,-67.9167,284.24,75,95,4.28,BO,1712876877
422,happy valley-goose bay,53.3168,-60.3315,285.32,22,75,5.66,CA,1712876724
423,las lajitas,-24.6833,-64.25,287.31,98,100,2.13,AR,1712876877
424,monticello,45.3055,-93.7941,288.1,49,20,8.23,US,1712876878
425,diapaga,12.0708,1.7889,308.26,15,100,1.35,BF,1712876878
426,victoria falls,-17.9235,25.843,295.49,58,70,4.75,ZW,1712876878
427,nkhotakota,-12.9274,34.2961,296.96,90,100,7.53,MW,1712876878
428,chibougamau,49.9168,-74.3659,277.68,99,100,3.67,CA,1712876878
429,forster,-32.1667,152.5167,293.92,77,18,2.05,AU,1712876878
430,suva,-18.1416,178.4415,302.86,79,75,0.0,FJ,1712876754
431,porto murtinho,-21.6989,-57.8825,297.45,95,100,1.54,BR,1712876703
432,hovd,48.0056,91.6419,277.53,51,98,0.79,MN,1712876646
433,la gi,10.6667,107.7833,298.02,85,71,4.7,VN,1712876879
434,christchurch,-43.5333,172.6333,285.12,93,75,8.75,NZ,1712876870
435,tommot,58.9564,126.2925,274.09,98,100,2.19,RU,1712876618
436,sao vicente,-23.9631,-46.3919,298.86,70,100,0.51,BR,1712876765
437,northam,51.0333,-4.2167,283.92,95,76,6.78,GB,1712876879
438,mohgaon,21.65,78.7167,298.89,55,100,2.64,IN,1712876879
439,pacific grove,36.6177,-121.9166,297.84,74,0,4.02,US,1712876879
440,montebelluna,45.778,12.0487,291.74,62,15,1.54,IT,1712876879
441,malacatan,14.9,-92.05,304.19,59,58,3.18,GT,1712876880
442,shingu,33.7333,135.9833,288.29,77,97,3.71,JP,1712876880
443,tvoroyri,61.5556,-6.8111,282.1,88,89,13.82,FO,1712876880
444,kaihua,23.3687,104.28,289.07,96,82,2.35,CN,1712876880
445,lorengau,-2.0226,147.2712,300.53,79,100,1.41,PG,1712876880
446,kingscliff,-28.2667,153.5667,298.0,73,40,4.12,AU,1712876880
447,topolobampo,25.6,-109.05,301.1,20,75,7.2,MX,1712876880
448,vorkuta,67.5,64.0,263.77,87,100,12.07,RU,1712876816
449,arraial do cabo,-22.9661,-42.0278,298.56,84,96,1.73,BR,1712876880
450,kalmunai,7.4167,81.8167,300.46,82,93,2.01,LK,1712876881
451,vila franca do campo,37.7167,-25.4333,291.42,99,36,1.66,PT,1712876881
452,lazaro cardenas,17.9583,-102.2,300.45,63,0,3.69,MX,1712876846
453,solwezi,-12.1688,26.3894,290.11,98,95,1.53,ZM,1712876881
454,cadale,2.7603,46.3222,302.19,73,41,5.22,SO,1712876881
455,as sulayyil,20.4607,45.5779,300.29,29,40,4.08,SA,1712876881
456,constitucion,-35.3333,-72.4167,285.1,89,10,0.22,CL,1712876823
457,karasburg,-28.0167,18.75,291.46,30,0,6.37,NA,1712876881
458,yangquan,37.8575,113.5633,289.9,44,10,3.18,CN,1712876726
459,troy,42.6056,-83.1499,287.91,93,100,4.12,US,1712876857
460,taltal,-25.4,-70.4833,291.83,78,60,1.91,CL,1712876882
461,severnoye,56.3491,78.3619,264.81,87,14,1.34,RU,1712876882
462,youghal,51.95,-7.8506,283.71,100,100,6.72,IE,1712876882
463,huanggang,23.677,116.9996,294.85,80,10,0.15,CN,1712876882
464,boende,-0.2167,20.8667,297.43,87,99,1.7,CD,1712876882
465,malanje,-9.5402,16.341,293.16,94,99,1.1,AO,1712876882
466,hasaki,35.7333,140.8333,290.53,79,100,5.65,JP,1712876882
467,pingzhuang,42.0372,119.2889,289.07,51,98,2.5,CN,1712876721
468,zaragoza,41.6561,-0.8773,289.83,50,0,2.57,ES,1712876883
469,mbandaka,0.0487,18.2603,296.43,91,100,0.67,CD,1712876883
470,fuerte olimpo,-21.0415,-57.8738,297.63,93,100,1.43,PY,1712876883
471,kourou,5.1552,-52.6478,301.18,92,84,2.77,GF,1712876883
472,lan sak,15.4529,99.5761,301.01,58,31,1.33,TH,1712876883
473,coruripe,-10.1256,-36.1756,300.02,82,32,3.63,BR,1712876663
474,manta,-0.95,-80.7333,301.03,78,20,4.63,EC,1712876793
475,bamnet narong,15.4992,101.6897,301.68,61,5,3.0,TH,1712876883
476,karratha,-20.7377,116.8463,300.43,71,64,1.87,AU,1712876724
477,zaterechnyy,44.7931,45.2097,285.53,52,37,1.38,RU,1712876884
478,moranbah,-22.0016,148.0466,294.74,57,1,5.79,AU,1712876884
479,crane,31.3974,-102.3501,299.65,13,0,5.79,US,1712876884
480,al wafrah,28.6392,47.9306,296.99,27,0,3.74,KW,1712876884
481,nyurba,63.2842,118.3319,252.21,96,44,2.02,RU,1712876884
482,san antonio,29.4241,-98.4936,302.8,21,0,5.14,US,1712876710
483,selfoss,63.9331,-20.9971,275.95,98,100,2.9,IS,1712876625
484,grand falls-windsor,48.9332,-55.6649,275.4,69,4,2.8,CA,1712876884
485,thongwa,16.7619,96.5278,300.24,53,55,1.79,MM,1712876884
486,boone,39.0334,-92.3335,289.7,57,16,8.97,US,1712876839
487,jiangzi,28.95,89.6333,266.87,63,58,1.95,CN,1712876885
488,romans-sur-isere,45.0464,5.0562,284.48,91,56,2.7,FR,1712876885
489,arauca,7.0847,-70.7591,305.57,35,13,1.44,CO,1712876885
490,faya-largeau,17.9257,19.1043,299.77,11,78,7.27,TD,1712876885
491,laojunmiao,39.8333,97.7333,281.13,27,6,1.95,CN,1712876885
492,ulcinj,41.9294,19.2244,295.27,64,6,3.78,ME,1712876612
493,argo,37.6333,22.7333,291.36,43,97,5.55,GR,1712876885
494,eregli,37.5133,34.0467,285.41,64,27,0.67,TR,1712876885
495,kununurra,-15.7667,128.7333,295.14,64,44,2.57,AU,1712876721
496,ayancik,41.9447,34.5861,285.72,87,18,2.03,TR,1712876886
497,cafayate,-26.073,-65.9761,288.65,88,99,3.59,AR,1712876788
498,sarkand,45.41,79.9186,281.9,82,100,6.08,KZ,1712876886
499,moroto,2.5345,34.6666,294.61,79,13,1.51,UG,1712876886
500,brokopondo,4.75,-55.1667,301.5,73,91,3.53,SR,1712876886
501,huambo,-12.7761,15.7392,289.98,98,100,1.37,AO,1712876886
502,goure,13.9835,10.2704,300.55,9,59,3.14,NE,1712876886
503,shizuishan,39.2333,106.7694,286.65,28,3,2.25,CN,1712876886
504,burang,30.25,81.1667,262.62,93,96,0.85,CN,1712876887
505,bereket,39.2446,55.5154,287.66,87,100,5.39,TM,1712876887
506,eraan,9.0629,117.7016,299.57,80,65,2.29,PH,1712876887
507,margate,51.3813,1.3862,285.3,92,54,3.13,GB,1712876887
508,bodaybo,57.8506,114.1933,270.2,93,100,1.57,RU,1712876887
509,akureyri,65.6835,-18.0878,273.66,98,100,3.41,IS,1712876887
510,san julian,21.0167,-102.1667,301.31,12,100,5.5,MX,1712876887
511,ibi,38.6253,-0.5723,283.82,88,0,2.07,ES,1712876887
512,pokhara,28.2333,83.9833,291.58,19,2,3.52,NP,1712876878
513,barra do corda,-5.5,-45.25,297.62,95,19,1.53,BR,1712876753
514,williamsburg,37.2707,-76.7075,295.18,82,100,6.17,US,1712876637
515,hammerfest,70.6634,23.6821,274.4,86,75,4.12,NO,1712876888
516,kenai,60.5544,-151.2583,275.2,98,100,2.06,US,1712876888
517,shizunai-furukawacho,42.3339,142.3669,280.43,82,100,4.28,JP,1712876759
518,callao,-12.0667,-77.15,295.31,78,20,4.12,PE,1712876661
519,soio,-6.1349,12.3689,300.02,83,100,4.46,AO,1712876888
520,monte azul paulista,-20.9072,-48.6414,299.78,60,100,2.18,BR,1712876708
521,prado,-17.3411,-39.2208,298.98,84,16,2.91,BR,1712876681
522,kuala terengganu,5.3302,103.1408,298.97,83,66,0.78,MY,1712876888
523,aligudarz,33.4006,49.6949,279.19,81,19,1.2,IR,1712876889
524,chilliwack,49.1747,-121.9443,283.71,93,100,1.79,CA,1712876733
525,san luis de la loma,17.2706,-100.8939,301.29,62,4,2.42,MX,1712876889
526,san andres,12.5847,-81.7006,303.16,74,20,5.66,CO,1712876768
527,carolina beach,34.0352,-77.8936,293.77,97,100,0.89,US,1712876620
528,yemetsk,63.4721,41.7941,276.89,80,100,5.66,RU,1712876889
529,qaqortoq,60.7167,-46.0333,266.08,89,52,1.21,GL,1712876889
530,prior lake,44.7133,-93.4227,288.1,55,100,10.29,US,1712876889
531,al mishkhab,31.8042,44.4911,294.21,38,3,2.45,IQ,1712876889
532,ciudad bolivar,8.1222,-63.5497,307.66,36,22,7.17,VE,1712876865
533,belyy yar,53.6039,91.3903,271.09,86,40,2.0,RU,1712876591
534,ciudad melchor muzquiz,27.8833,-101.5167,304.47,13,9,6.88,MX,1712876656
535,hartsville,34.374,-80.0734,297.07,90,75,6.69,US,1712876890
536,kapa'a,22.0752,-159.319,301.14,84,0,2.06,US,1712876890
537,al ghayzah,16.2079,52.176,299.95,74,98,3.96,YE,1712876855
538,tindouf,27.6711,-8.1474,298.92,6,0,3.62,DZ,1712876890
539,ixtapa,20.7,-105.2,296.72,69,40,4.12,MX,1712876653
540,saint-philippe,-21.3585,55.7679,298.92,86,54,2.16,RE,1712876890
541,svidnik,49.3082,21.5703,283.03,89,26,2.35,SK,1712876890
542,hoa binh,20.8133,105.3383,295.21,92,97,1.01,VN,1712876890
543,luanda,-8.8368,13.2343,300.15,84,75,3.09,AO,1712876142
544,rawson,-43.3002,-65.1023,287.7,45,100,7.19,AR,1712876891
545,bahia blanca,-38.7196,-62.2724,288.85,47,97,1.88,AR,1712876788
546,port moresby,-9.4431,147.1797,300.93,74,76,5.48,PG,1712876891
547,ostersund,63.1792,14.6357,276.4,100,75,4.63,SE,1712876891
548,nianzishan,47.5167,122.8833,285.81,63,86,6.44,CN,1712876891
549,wuxue,29.8506,115.5525,291.34,96,95,1.79,CN,1712876891
550,colonia,50.9333,6.95,288.05,82,100,0.0,DE,1712876891
551,port saint john's,-31.6229,29.5448,288.33,65,8,5.81,ZA,1712876891
552,basse santa su,13.31,-14.2137,308.35,22,10,1.09,GM,1712876892
553,maitum,6.0392,124.4986,300.69,66,48,1.2,PH,1712876892
554,ciro marina,39.3732,17.126,289.68,77,100,5.69,IT,1712876892
555,imam qasim,32.298,44.6828,294.18,38,24,3.38,IQ,1712876892
556,la'ie,21.6477,-157.9253,300.13,80,100,2.68,US,1712876892
557,baklan,37.9769,29.6086,282.31,61,31,1.17,TR,1712876892
558,boa vista,2.8197,-60.6733,306.14,49,20,5.66,BR,1712876734
559,rio verde de mato grosso,-18.9181,-54.8442,298.01,88,100,0.48,BR,1712876892
560,tamanrasset,22.785,5.5228,297.1,8,0,6.17,DZ,1712876892
561,slutsk,53.0274,27.5597,281.01,62,61,3.29,BY,1712876893
562,pont rouge,48.8833,-72.0825,280.69,88,100,6.34,CA,1712876893
563,bage,-31.3314,-54.1069,291.03,72,100,6.17,BR,1712876893
564,tuy hoa,13.0833,109.3,297.23,95,100,1.37,VN,1712876893
565,strezhevoy,60.7333,77.5889,255.35,92,47,3.58,RU,1712876893
566,papao,-17.75,-149.55,303.97,85,90,8.21,PF,1712876818
